ResponseId,Progress,Duration (in seconds),Finished,UserLanguage,Q3.1,Q3.2,Q3.3,Q3.4,Q4.1,Q4.2,Q4.3,Q4.4,Q5.1,Q5.2,Q5.3,Q5.4,Q6.1,Q6.2,Q6.3,Q6.4,Q7.1,Q7.2,Q7.3,Q7.4,Q8.1,Q8.2,Q8.3,Q8.4,Q10.1,Q10.2,Q10.3,Q10.4,Q11.1,Q11.2,Q11.3,Q11.4,Q12.1,Q12.2,Q12.3,Q12.4,Q13.1,Q13.2,Q13.3,Q13.4,Q14.1,Q14.2,Q14.3,Q14.4,Q15.2,Q15.3,Q15.4,Q15.5,Q15.6,Q15.7,SC0
R_60MAYH2VOlBIgvG,100,121,TRUE,EN,"whebbling,shomples,ancechuttos",,"hularing,sweadles,briagra",,"ancechuttos,thrurring,frumbered","ascodiments,boincole,figels",,,"crilollering,thuckeding,fluckles","dabbedness,briagra,shomples",,,,,"menaprigication,canmiobraine,thrurring","operrhaging,squayophrenism,fifuffies","acchots,corsenations,urpharities","aspintades,tescourine,frumbered",,,"scayons,brolorous,thellering",,"acchots,alphociration,myrticates",,,"ataulting,fluckles,quiprigraphy","prebicing,bambeagna,tyvuniated",,,"rechetsel,sauging,raruting",,"encrocing,prynching,urpharities",,"chaspection,erpechitades,snially","grumbered,fifuffies,urreocatry",,,"phongishments,concinging,scuptitally","frumbered,chaspection,fereniration",,"tyvuniated,urpharities,sweadles",,,"scuptitally,flompled,shoquets",Yes,english,Native,Yes,No,Female,27
R_3YJKMTc5jseE9pC,100,421,TRUE,EN,"squeping,corsenations,scalilla","thellering,ropsta,figelled",,,,"ascodiments,myrticates,flicetock","aspintades,scalilla,selorine",,"pragingness,thuckeding,fluckles","dabbedness,shomples,whebbling",,,"caeduseousness,fereniration,lusidour","igmanilating,urpharities,bambeagna",,,"tygranate,corsenations,urpharities","frumbered,margrel,dabbedness",,,,,"acchots,erdellation,fereniration","corsenations,incarpritation,caeduseousness","crettoes,scuptitally,cacqueting",,,"covigating,refomped,saglidity",,"wrartering,pragingness,sauging","liechersedding,urerrivuration,tyvuniated",,"spaightness,obsightness,fluckles",,"bicrinations,enrogiciously,grumbered",,"squeanings,raruting,sauging",,"chaspection,fereniration,enrogiciously",,"urpharities,sweadles,risitating",,,"scuptitally,urreocatry,flompled",Yes,English,Native,Yes,No,Female,29
R_6aQ7JOv2fOzYfcm,100,197,TRUE,EN,"crilollering,squeping,ancechuttos",,"diturably,hularing,briagra",,,,"marreccone,aspintades,rehotes","ipanelle,citocoli,thuckeding",,"dabbedness,shomples,aspintades",,"gormidion,operrhaging,grumbered","caeduseousness,acchots,lusidour",,"menaprigication,squeanings,briagra",,"tygranate,squeanings,acchots",,,"erteycole,crilollering,thellering","rehotes,scayons,menaprigication","figels,diadegons,pylisation",,,,"ataulting,sweadles,sauging",,"refomped,squeasts,spaightness","sweadles,trilching,grumbered","zimbazza,chaspection,raruting",,,,,"bicrinations,urreocatry,liechersedding","diruditions,risitating,raruting",,"ancechuttos,phongishments,scuptitally",,"snially,zimbazza,obsightness",,"fepupirition,bambeagna,trambings",,"scuptitally,shoquets,ancechuttos",Yes,N/A,Native,Yes,No,Male,33
R_74N7P16YPDlaMom,100,253,TRUE,EN,,,"diturably,hularing,thrurring","squeanings,thuckeding,incarpritation",,,"aspintades,rehotes,diturably","ipanelle,cazzagra,seasslins",,"dabbedness,shomples,squeanings","fleceils,corsenations,caeduseousness",,"fereniration,alphociration,lusidour",,,"incarpritation,squayophrenism,fifuffies","tygranate,myrticates,corsenations",,"lusidour,operrhaging,seasslins",,,"figels,pylisation,squayophrenism","erdellation,selorine,myrticates",,,"flompled,fluckles,quiprigraphy",,"crilders,refomped,spaightness","quiprigraphy,grumbered,dispights",,,"prynching,repufling,femiture","obsightness,dispights,urpharities",,,"sauging,conscrastions,scuptitally",,"ancechuttos,erpechitades,phongishments",,"snially,saglidity,urerrivuration","urpharities,fereniration,sweadles",,,"scuptitally,urreocatry,ancechuttos",Yes,English,Native,Yes,No,Female,39
R_62RRX3qkzqFO4e6,100,186,TRUE,EN,"whebbling,squeping,ancechuttos","croapings,thellering,ropsta",,,"ancechuttos,fifuffies,brolorous","ascodiments,boincole,figels",,,"sweadles,seasslins,cazzagra",,"fleceils,corsenations,caeduseousness",,"caeduseousness,fereniration,alphociration","igmanilating,urpharities,scayons",,,,,"selorine,fifuffies,seasslins","ancechuttos,grumbered,nusprils","scayons,ropsta,brolorous","figels,diadegons,erteycole",,,,"ataulting,flompled,fluckles",,"covigating,squeasts,erpechitades",,"wrartering,pragingness,sauging","shoquets,liechersedding,fifuffies",,,"chaspection,zimbazza,covigating","enrogiciously,grumbered,menniated",,"fifuffies,shoquets,raruting",,"boincole,squeasts,frumbered",,,"fepupirition,bambeagna,erpechitades",,"scuptitally,urerrivuration,ancechuttos",Yes,english,Native,Yes,Yes,Female,38
R_5OKa3EtxVb3Bf3n,100,480,TRUE,EN,"crilollering,whebbling,squeping",,,"squeanings,fluckles,thuckeding","susteries,ancechuttos,fifuffies",,"erpechitades,marreccone,selorine",,"sweadles,seasslins,pragingness","dabbedness,shomples,margrel",,,"caeduseousness,fereniration,alphociration",,,"incarpritation,corsenations,pylisation","myrticates,corsenations,urpharities","tescourine,margrel,citocoli",,,,"figels,diadegons,erteycole","erdellation,alphociration,myrticates",,"forbicing,crettoes,phongishments","flompled,fluckles,sweadles",,,,,"shoquets,concinging,fifuffies","boincole,femiture,diruditions",,,"bicrinations,enrogiciously,urreocatry","sauging,conscrastions,scuptitally","squeanings,prynching,sauging",,"squeasts,chaspection,enrogiciously",,"tyvuniated,urpharities,risitating",,"chrotutation,menniated,pragingness",,Yes,English,Native,Yes,No,Female,39
R_3ayslEPJr7DMice,100,230,TRUE,EN,,"croapings,thellering,erteycole",,"squeanings,fluckles,thuckeding",,,"marreccone,aspintades,selorine","ipanelle,cazzagra,erdellation",,"shomples,aspintades,whebbling","fleceils,scalilla,lusidour",,,"grumbered,urpharities,bambeagna","frumbered,squeanings,thrurring",,"tygranate,myrticates,acchots",,,"brolorous,ancechuttos,nusprils","rehotes,scayons,menaprigication","diadegons,pylisation,squayophrenism",,,,"flompled,fluckles,sweadles",,"crilders,refomped,saglidity","grumbered,menniated,squeasts",,"cacqueting,liechersedding,urerrivuration",,,"zimbazza,covigating,snially","bicrinations,grumbered,urreocatry",,,"ancechuttos,concinging,scuptitally",,"snially,conscrastions,zimbazza","tyvuniated,prebicing,concinging","veysurition,erpechitades,trambings",,,Yes,English,Native,Yes,No,Female,35
R_3pKBeunJ0xmJqnj,100,286,TRUE,EN,,"thellering,ropsta,erteycole","diturably,hularing,thrurring",,,"ascodiments,bambeagna,figels","erpechitades,marreccone,aspintades",,,"briagra,shomples,whebbling","fleceils,scalilla,lusidour",,,"grumbered,scayons,tygranate","menaprigication,ipanelle,squeanings",,,"tescourine,margrel,citocoli",,"ancechuttos,crilollering,nusprils","rehotes,scayons,ropsta","pylisation,squayophrenism,erteycole",,,,"raruting,ataulting,flompled",,"refomped,saglidity,erpechitades",,"rechetsel,wrartering,pragingness","cacqueting,concinging,liechersedding",,"obsightness,fluckles,repufling","frumbered,zimbazza,snially",,,,"ancechuttos,concinging,scuptitally","bambeagna,chaspection,enrogiciously",,,"veysurition,saglidity,fifuffies","raruting,pragingness,enrogiciously",,Yes,,Native,Yes,No,Female,36
R_6QH2jXpTroyoWce,100,45884,TRUE,EN,"crilollering,whebbling,corsenations",,,"fluckles,igmanilating,incarpritation","ancechuttos,fleceils,brolorous",,,"cazzagra,citocoli,seasslins","crilollering,thuckeding,fluckles",,,"flicetock,gormidion,fifuffies",,"grumbered,igmanilating,urpharities","menaprigication,canmiobraine,thrurring",,"myrticates,acchots,corsenations","ascodiments,tescourine,margrel",,,"ropsta,brolorous,thrurring",,,"corsenations,fluckles,squeping","forbicing,acribating,crettoes",,"prebicing,trambings,femiture",,"sweadles,quiprigraphy,trilching",,,"encrocing,boincole,diruditions",,,"enrogiciously,grumbered,menniated","diruditions,conscrastions,scuptitally",,"ancechuttos,bicrinations,ataulting",,"conscrastions,saglidity,risitating",,,"menniated,raruting,enrogiciously","scuptitally,urreocatry,urerrivuration",Yes,spanish ,Non-native but fluent,No,No,Male,36
R_5TC4HCrO9loCB16,2,39,FALSE,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
R_7rlxVQITO9y7N7e,100,546,TRUE,EN,,,"hularing,thrurring,susteries","squeanings,igmanilating,incarpritation","susteries,fleceils,brolorous",,"aspintades,scalilla,selorine",,"sweadles,crilollering,fluckles","dabbedness,briagra,margrel",,,"fereniration,acchots,lusidour",,,"diadegons,fifuffies,pylisation",,,"lusidour,operrhaging,fifuffies","erteycole,grumbered,nusprils",,"figels,diadegons,pylisation",,"corsenations,fluckles,caeduseousness",,"flompled,fluckles,sweadles",,"crilders,covigating,erpechitades","sweadles,dispights,squeasts","wrartering,sauging,raruting",,,"obsightness,urpharities,bambeagna",,"bicrinations,urreocatry,liechersedding",,"shoquets,raruting,sauging",,"boincole,chaspection,enrogiciously",,"tyvuniated,urpharities,prebicing","fepupirition,erpechitades,trambings",,,Yes,English and German,Native,Yes,No,Female,26
R_3LNdPHgtgOfbJ1U,100,245,TRUE,EN,"whebbling,ancechuttos,scalilla","thellering,canmiobraine,erteycole",,,,"ascodiments,bambeagna,figels",,"ipanelle,cazzagra,citocoli","sweadles,pragingness,crilollering","dabbedness,squeanings,whebbling",,,"fereniration,lusidour,selorine",,"menaprigication,ipanelle,briagra",,,"aspintades,tescourine,citocoli","selorine,operrhaging,fifuffies",,,"diadegons,pylisation,erteycole",,"corsenations,margrel,caeduseousness",,,"prebicing,trambings,femiture","crilders,squeasts,spaightness",,,"shoquets,liechersedding,tyvuniated","prynching,boincole,diruditions",,,"bicrinations,urreocatry,menniated","diruditions,sauging,scuptitally","shoquets,raruting,sauging",,"bambeagna,squeasts,chaspection",,"urpharities,sweadles,prebicing","veysurition,saglidity,erpechitades",,,Yes,English,Native,Yes,No,Female,32
R_3GxfXy8xYxrWsO4,4,7,FALSE,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
R_5QVtk5j0B8Cs677,100,240,TRUE,EN,,"ropsta,canmiobraine,erteycole","diturably,hularing,thrurring",,,,"marreccone,aspintades,scalilla","cazzagra,citocoli,incarpritation","pragingness,fluckles,cazzagra",,"fleceils,scalilla,ascodiments",,,"grumbered,urpharities,bambeagna",,"incarpritation,operrhaging,corsenations","susteries,corsenations,urpharities","ascodiments,aspintades,citocoli",,,"rehotes,brolorous,menaprigication",,"ardudellis,alphociration,myrticates",,,"flompled,quiprigraphy,sauging","trambings,bambeagna,tyvuniated",,,"wrartering,pragingness,sauging","cacqueting,shoquets,concinging",,"obsightness,dispights,urpharities","frumbered,chaspection,covigating",,,,"concinging,scuptitally,ataulting",,"snially,urerrivuration,risitating","tyvuniated,urpharities,fereniration",,"femiture,chrotutation,raruting",,Yes,English,Native,Yes,No,Female,36
R_5rT600XVvOkgQZU,100,370,TRUE,EN,"crilollering,whebbling,squeping",,,"squeanings,thuckeding,cazzagra",,"ascodiments,bambeagna,alphociration",,"ipanelle,seasslins,erdellation","pragingness,crilollering,fluckles",,,"flicetock,susteries,fifuffies",,"igmanilating,urpharities,bambeagna",,"incarpritation,operrhaging,squayophrenism",,"tescourine,margrel,dabbedness","lusidour,bambeagna,selorine",,"scayons,brolorous,menaprigication","diadegons,pylisation,erteycole",,,,"fluckles,sweadles,quiprigraphy","trambings,femiture,dispights",,,"wrartering,sauging,raruting","shoquets,concinging,liechersedding",,"obsightness,dispights,bambeagna",,,"conscrastions,raruting,scuptitally","fluckles,squeanings,prynching",,,"snially,urerrivuration,risitating","tyvuniated,prebicing,concinging",,,"scuptitally,urreocatry,refomped",Yes,English,Native,Yes,No,Male,34
R_3OjpIf7DYTwJAoM,100,287,TRUE,EN,,"thellering,figelled,erteycole","hularing,thrurring,sweadles",,"ancechuttos,fifuffies,brolorous",,"erpechitades,aspintades,scalilla",,"thuckeding,fluckles,cazzagra","dabbedness,margrel,aspintades",,,"caeduseousness,alphociration,selorine","urpharities,scayons,tygranate",,,,,"selorine,operrhaging,seasslins","brolorous,crilollering,nusprils","ropsta,brolorous,menaprigication",,"ardudellis,fereniration,myrticates",,,,"trambings,femiture,dispights","crilders,refomped,spaightness",,,"cacqueting,liechersedding,tyvuniated","prynching,repufling,femiture","spaightness,bambeagna,repufling",,,"diruditions,conscrastions,phongishments","fifuffies,shoquets,raruting",,,"snially,conscrastions,zimbazza",,"fepupirition,fifuffies,trambings",,"urreocatry,refomped,flompled",Yes,"english, korean",Native,Yes,No,Female,29
R_2dXhSmHBpqxuZHR,100,190,TRUE,EN,"crilollering,whebbling,squeping",,,"squeanings,thuckeding,igmanilating",,,"erpechitades,marreccone,aspintades","citocoli,seasslins,erdellation","sweadles,thuckeding,cazzagra",,"corsenations,scalilla,ipanelle",,"acchots,ascodiments,selorine",,,"incarpritation,squayophrenism,pylisation","squeanings,corsenations,urpharities",,,"ancechuttos,erteycole,nusprils","ropsta,thrurring,thellering",,,"margrel,squeping,caeduseousness",,"ataulting,flompled,quiprigraphy",,"refomped,squeasts,erpechitades","sweadles,menniated,squeasts",,"urerrivuration,tyvuniated,fifuffies",,"obsightness,urpharities,fluckles","recightlectly,covigating,snially",,,"fifuffies,squeanings,sauging",,,"urerrivuration,risitating,obsightness","fereniration,prebicing,risitating",,"femiture,raruting,snially",,Yes,English,Native,Yes,No,Female,28
R_5SlFkc0OWfcyPKt,100,477,TRUE,EN,,"croapings,stroblings,thellering",,"squeanings,thuckeding,nusprils",,"boincole,figels,alphociration",,"seasslins,thuckeding,erdellation","sweadles,pragingness,cazzagra",,,"susteries,fifuffies,grumbered",,"urpharities,bambeagna,scayons",,"incarpritation,squayophrenism,corsenations","tygranate,acchots,urpharities",,"bambeagna,selorine,fifuffies",,"rehotes,scayons,brolorous",,"acchots,ardudellis,alphociration",,,,"trambings,femiture,tyvuniated","covigating,spaightness,saglidity",,,"urerrivuration,tyvuniated,fifuffies","boincole,femiture,diruditions","urpharities,fluckles,repufling",,,"conscrastions,raruting,phongishments","fluckles,raruting,prynching",,,"snially,zimbazza,saglidity","fereniration,sweadles,prebicing",,,"scuptitally,urreocatry,refomped",Yes,english,Native,Yes,No,Male,26
R_5jxkWK4LMQ7HRrV,100,249,TRUE,EN,"crilollering,squeping,corsenations","croapings,thellering,figelled",,,,"myrticates,figels,alphociration",,"cazzagra,citocoli,seasslins","pragingness,thuckeding,fluckles",,,"flicetock,nusprils,fifuffies","fereniration,lusidour,ascodiments",,,"operrhaging,diadegons,pylisation","tygranate,susteries,acchots","margrel,citocoli,dabbedness",,,"scayons,brolorous,menaprigication",,"erdellation,selorine,fereniration",,"crettoes,phongishments,scuptitally",,,"crilders,squeasts,erpechitades","trilching,dispights,squeasts",,,"prynching,repufling,urpharities","spaightness,obsightness,bambeagna",,,"sauging,conscrastions,scuptitally",,"erpechitades,concinging,ataulting","frumbered,fereniration,enrogiciously",,"tyvuniated,fereniration,risitating",,,"refomped,shoquets,ancechuttos",Yes,English,Native,Yes,No,Female,26
R_12hHmyTcwgG4Ry6,4,14,FALSE,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
R_5eVQZArxkqFOrab,100,287,TRUE,EN,,"stroblings,thellering,erteycole","hularing,thrurring,susteries",,,,"marreccone,rehotes,scalilla","cazzagra,citocoli,seasslins","pragingness,crilollering,fluckles","dabbedness,margrel,whebbling",,,"fereniration,alphociration,lusidour",,"menaprigication,canmiobraine,briagra",,,"tescourine,frumbered,citocoli",,"ancechuttos,thellering,nusprils",,"figels,diadegons,squayophrenism","alphociration,selorine,myrticates",,,,"trambings,bambeagna,tyvuniated","crilders,refomped,spaightness","sweadles,grumbered,menniated","rechetsel,wrartering,chaspection",,,"dispights,urpharities,bambeagna",,,"diruditions,conscrastions,phongishments",,"ancechuttos,scuptitally,ataulting",,"snially,saglidity,urerrivuration","tyvuniated,urpharities,fereniration",,"femiture,chrotutation,menniated",,Yes,English,Native,Yes,No,Male,33
R_7DN0jjzelJF4f08,100,614,TRUE,EN,"crilollering,whebbling,squeping","croapings,thellering,erteycole",,,"susteries,ancechuttos,brolorous",,,"cazzagra,citocoli,seasslins",,,"fleceils,scalilla,lusidour","flicetock,fifuffies,operrhaging",,,"frumbered,canmiobraine,ipanelle","operrhaging,squayophrenism,fifuffies","tygranate,acchots,urpharities",,"bambeagna,selorine,seasslins",,,"diadegons,pylisation,squayophrenism",,"corsenations,margrel,incarpritation","acribating,crettoes,cacqueting",,,"crilders,refomped,squeasts",,"rechetsel,pragingness,sauging","cacqueting,shoquets,concinging",,"obsightness,dispights,urpharities",,,"diruditions,conscrastions,phongishments",,"ancechuttos,erpechitades,ataulting","bambeagna,boincole,enrogiciously",,"urpharities,sweadles,prebicing","saglidity,bambeagna,trambings",,,Yes,English and Spanish,Native,Yes,No,Female,41
R_6uD2XZosIh2sFYO,100,80937,TRUE,EN,,,"diturably,hularing,thrurring","thuckeding,cazzagra,incarpritation",,,"rehotes,scalilla,diturably","ipanelle,cazzagra,seasslins",,"aspintades,squeanings,whebbling","fleceils,scalilla,ipanelle",,,"igmanilating,ancechuttos,scayons","canmiobraine,squeanings,thrurring",,,,"operrhaging,fifuffies,seasslins","brolorous,erteycole,thellering",,"pylisation,squayophrenism,erteycole","ardudellis,fereniration,myrticates",,,,"prebicing,femiture,dispights","covigating,refomped,saglidity","quiprigraphy,menniated,squeasts",,,"encrocing,urpharities,diruditions",,,"enrogiciously,fifuffies,urreocatry","sauging,raruting,phongishments",,,"boincole,frumbered,fereniration","saglidity,urerrivuration,risitating","urpharities,prebicing,concinging","veysurition,erpechitades,trambings",,,Yes,English,Native,Yes,No,Male,24
R_1wt8SOQrj23Fa6H,100,258,TRUE,EN,,"stroblings,figelled,erteycole",,"squeanings,thuckeding,incarpritation","susteries,brolorous,frumbered","ascodiments,bambeagna,alphociration",,,"sweadles,pragingness,fluckles",,"fleceils,caeduseousness,lusidour",,,"grumbered,urpharities,bambeagna","menaprigication,canmiobraine,squeanings",,"susteries,acchots,corsenations",,"selorine,cazzagra,seasslins",,"scayons,ropsta,menaprigication",,"acchots,erdellation,fereniration",,,"sweadles,quiprigraphy,sauging","prebicing,femiture,dispights",,,,"concinging,liechersedding,tyvuniated","prynching,boincole,femiture","spaightness,obsightness,dispights",,"bicrinations,urreocatry,menniated",,,,"bambeagna,frumbered,enrogiciously","conscrastions,saglidity,risitating",,"veysurition,fepupirition,erpechitades",,"scuptitally,urreocatry,urerrivuration",Yes,English,Native,Yes,No,Female,33
